reg_method,reg_val,best_epoch,val_acc,train_acc,layer,split,unique_pctg,entropy,num_images,n_bins
L2,0.01,1,0.01,0.01112,conv3,val,0.01,0.0,10000,10
L2,0.01,1,0.01,0.01112,fc1,train,0.004,0.0,25000,10
L2,0.01,1,0.01,0.01112,fc1,val,0.01,0.0,10000,10
L2,0.05,1,0.01,0.01052,conv1,train,0.008,0.8960132851791381,25000,10
L2,0.05,1,0.01,0.01052,conv1,val,0.02,0.8960109517931938,10000,10
L2,0.05,1,0.01,0.01052,conv3,train,0.004,0.0,25000,10
L2,0.05,1,0.01,0.01052,conv3,val,0.01,0.0,10000,10
L2,0.05,1,0.01,0.01052,fc1,train,0.004,0.0,25000,10
L2,0.05,1,0.01,0.01052,fc1,val,0.01,0.0,10000,10
L2,0.1,1,0.01,0.01112,conv1,train,0.004,0.7578784227371216,25000,10
L2,0.1,1,0.01,0.01112,conv1,val,0.01,0.7578784227371216,10000,10
L2,0.1,1,0.01,0.01112,conv3,train,0.004,0.0,25000,10
L2,0.1,1,0.01,0.01112,conv3,val,0.01,0.0,10000,10
L2,0.1,1,0.01,0.01112,fc1,train,0.004,0.0,25000,10
L2,0.1,1,0.01,0.01112,fc1,val,0.01,0.0,10000,10
