reg_method,reg_val,best_epoch,val_acc,train_acc,layer,split,dispersion_ratio,num_images
EarlyStopping,5.0,9,0.8673555623847572,0.9228,fc1,train,0.20702647943633956,25000
EarlyStopping,5.0,9,0.8673555623847572,0.9228,fc1,val,0.20668179637986947,26032
EarlyStopping,8.0,9,0.8675092194222496,0.92964,conv1,train,1.0884644307375544,25000
EarlyStopping,8.0,9,0.8675092194222496,0.92964,conv1,val,1.0766197686437777,26032
EarlyStopping,8.0,9,0.8675092194222496,0.92964,conv3,train,0.3102051473340087,25000
EarlyStopping,8.0,9,0.8675092194222496,0.92964,conv3,val,0.31470016448631627,26032
EarlyStopping,8.0,9,0.8675092194222496,0.92964,fc1,train,0.22146646249895371,25000
EarlyStopping,8.0,9,0.8675092194222496,0.92964,fc1,val,0.21663174158826795,26032
EarlyStopping,12.0,10,0.8686232329440688,0.9434,conv1,train,0.8108310084249207,25000
EarlyStopping,12.0,10,0.8686232329440688,0.9434,conv1,val,0.8079247466635247,26032
EarlyStopping,12.0,10,0.8686232329440688,0.9434,conv3,train,0.26237873975225384,25000
EarlyStopping,12.0,10,0.8686232329440688,0.9434,conv3,val,0.26142973890197385,26032
EarlyStopping,12.0,10,0.8686232329440688,0.9434,fc1,train,0.21249097739548303,25000
EarlyStopping,12.0,10,0.8686232329440688,0.9434,fc1,val,0.20741727122054301,26032
GaussianNoise,0.01,59,0.878380454824831,1.0,conv1,train,1.0200097149873864,25000
GaussianNoise,0.01,59,0.878380454824831,1.0,conv1,val,1.0158872387943068,26032
GaussianNoise,0.01,59,0.878380454824831,1.0,conv3,train,0.8080099478987227,25000
GaussianNoise,0.01,59,0.878380454824831,1.0,conv3,val,0.8127751305650137,26032
GaussianNoise,0.01,59,0.878380454824831,1.0,fc1,train,0.97813669061206,25000
GaussianNoise,0.01,59,0.878380454824831,1.0,fc1,val,0.9696490298867128,26032
GaussianNoise,0.05,55,0.8672787338660111,0.998,conv1,train,0.9418508019479636,25000
GaussianNoise,0.05,55,0.8672787338660111,0.998,conv1,val,0.9439414690862067,26032
GaussianNoise,0.05,55,0.8672787338660111,0.998,conv3,train,1.0212760370129481,25000
